HaulID,Survey_Acronym,SpeciesSciName,Aphia_Code,FishLength_cm,Number,DensAbund_N_Sqkm,DensBiom_kg_Sqkm
GNSFraOT4/GWD/1989/18,GNSFraOT4,Sardina pilchardus,126421,9,22,654.3723974,7.68912803
GNSFraOT4/GWD/1989/18,GNSFraOT4,Sardina pilchardus,126421,8,11,327.1861987,2.71125523
GNSFraOT4/GWD/1989/18,GNSFraOT4,Sardina pilchardus,126421,10,1,29.74419988,0.478560324
GNSFraOT4/GWD/1989/3,GNSFraOT4,Sardina pilchardus,126421,12,8,241.4001207,6.71482848
GNSFraOT4/GWD/1989/3,GNSFraOT4,Sardina pilchardus,126421,9,60,1810.500905,21.27408386
GNSFraOT4/GWD/1989/3,GNSFraOT4,Sardina pilchardus,126421,13,2,60.35003018,2.137595491
GNSFraOT4/GWD/1989/3,GNSFraOT4,Sardina pilchardus,126421,11,50,1508.750754,32.30046087
GNSFraOT4/GWD/1989/3,GNSFraOT4,Sardina pilchardus,126421,10,162,4888.352444,78.64967087
GNSFraOT4/GWD/1989/32,GNSFraOT4,Sardina pilchardus,126421,9,1,76.80491551,0.902487377
GNSFraOT4/GWD/1989/4,GNSFraOT4,Sardina pilchardus,126421,27,1,34.59010723,11.44080457
GNSFraOT4/GWD/1989/4,GNSFraOT4,Sardina pilchardus,126421,24,2,69.18021446,15.92074583
GNSFraOT4/GWD/1989/4,GNSFraOT4,Sardina pilchardus,126421,25,2,69.18021446,18.05169847
GNSFraOT4/GWD/1989/4,GNSFraOT4,Sardina pilchardus,126421,26,2,69.18021446,20.36919886
GNSFraOT4/GWD/1989/41,GNSFraOT4,Sardina pilchardus,126421,26,1,37.49531309,11.03999886
GNSFraOT4/GWD/1989/7,GNSFraOT4,Sardina pilchardus,126421,26,2,131.7523057,38.79272326
GNSFraOT4/GWD/1989/8,GNSFraOT4,Sardina pilchardus,126421,7,2,126.9035533,0.709849286
GNSFraOT4/GWD/1989/8,GNSFraOT4,Sardina pilchardus,126421,8,66,4187.817259,34.70269067
GNSFraOT4/GWD/1989/8,GNSFraOT4,Sardina pilchardus,126421,10,13,824.8730964,13.27154666
GNSFraOT4/GWD/1989/8,GNSFraOT4,Sardina pilchardus,126421,14,2,126.9035533,5.625605965
GNSFraOT4/GWD/1989/8,GNSFraOT4,Sardina pilchardus,126421,9,58,3680.203046,43.24380507
GNSFraOT4/GWD/1990/19,GNSFraOT4,Sardina pilchardus,126421,12,1,54.79452055,1.524174081
GNSFraOT4/GWD/1990/19,GNSFraOT4,Sardina pilchardus,126421,9,4,219.1780822,2.575426993
GNSFraOT4/GWD/1990/19,GNSFraOT4,Sardina pilchardus,126421,10,3,164.3835616,2.644799688
GNSFraOT4/GWD/1990/19,GNSFraOT4,Sardina pilchardus,126421,11,3,164.3835616,3.51924583
GNSFraOT4/GWD/1990/22,GNSFraOT4,Sardina pilchardus,126421,11,3,82.96460177,1.776168042
GNSFraOT4/GWD/1990/22,GNSFraOT4,Sardina pilchardus,126421,14,1,27.65486726,1.225934043
GNSFraOT4/GWD/1990/22,GNSFraOT4,Sardina pilchardus,126421,12,2,55.30973451,1.538505364
GNSFraOT4/GWD/1990/22,GNSFraOT4,Sardina pilchardus,126421,13,3,82.96460177,2.938602651
GNSFraOT4/GWD/1990/26,GNSFraOT4,Sardina pilchardus,126421,26,1,34.0367597,10.02167357
GNSFraOT4/GWD/1990/28,GNSFraOT4,Sardina pilchardus,126421,8,1170,41905.44413,347.2528946
GNSFraOT4/GWD/1990/28,GNSFraOT4,Sardina pilchardus,126421,7,663,23746.41834,132.8282594
GNSFraOT4/GWD/1990/28,GNSFraOT4,Sardina pilchardus,126421,6,78,2793.696275,9.970733962
GNSFraOT4/GWD/1990/28,GNSFraOT4,Sardina pilchardus,126421,9,468,16762.17765,196.9620518
GNSFraOT4/GWD/1990/29,GNSFraOT4,Sardina pilchardus,126421,8,80,2826.855124,23.42496649
GNSFraOT4/GWD/1990/29,GNSFraOT4,Sardina pilchardus,126421,6,10,353.3568905,1.261134784
GNSFraOT4/GWD/1990/29,GNSFraOT4,Sardina pilchardus,126421,7,130,4593.639576,25.69503916
GNSFraOT4/GWD/1990/29,GNSFraOT4,Sardina pilchardus,126421,9,10,353.3568905,4.152079736
GNSFraOT4/GWD/1990/30,GNSFraOT4,Sardina pilchardus,126421,11,3,96.71179884,2.070478285
GNSFraOT4/GWD/1990/30,GNSFraOT4,Sardina pilchardus,126421,9,40,1289.490651,15.15201245
GNSFraOT4/GWD/1990/30,GNSFraOT4,Sardina pilchardus,126421,10,94,3030.30303,48.75514576
GNSFraOT4/GWD/1990/31,GNSFraOT4,Sardina pilchardus,126421,8,2,71.96833393,0.596371493
GNSFraOT4/GWD/1990/31,GNSFraOT4,Sardina pilchardus,126421,11,2,71.96833393,1.540751743
GNSFraOT4/GWD/1990/31,GNSFraOT4,Sardina pilchardus,126421,9,14,503.7783375,5.91958975
GNSFraOT4/GWD/1990/31,GNSFraOT4,Sardina pilchardus,126421,10,39,1403.382512,22.57929924
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,25,24,1088.435374,284.0133892
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,28,5,226.7573696,83.90237819
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,11,4,181.4058957,3.883672646
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,10,75,3401.360544,54.72516361
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,27,8,362.8117914,120.0013279
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,22,2,90.70294785,15.97623752
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,21,1,45.35147392,6.925452746
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,24,11,498.8662132,114.8062671
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,12,3,136.0544218,3.784513875
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,26,23,1043.0839,307.1222539
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,23,4,181.4058957,36.62726453
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,29,1,45.35147392,18.69960946
GNSFraOT4/GWD/1990/32,GNSFraOT4,Sardina pilchardus,126421,9,19,861.6780045,10.12504886
GNSFraOT4/GWD/1990/33,GNSFraOT4,Sardina pilchardus,126421,27,14,462.3513871,152.9244135
GNSFraOT4/GWD/1990/33,GNSFraOT4,Sardina pilchardus,126421,10,3,99.07529723,1.594042084
GNSFraOT4/GWD/1990/33,GNSFraOT4,Sardina pilchardus,126421,22,1,33.02509908,5.816975519
GNSFraOT4/GWD/1990/33,GNSFraOT4,Sardina pilchardus,126421,24,2,66.05019815,15.20042146
GNSFraOT4/GWD/1990/33,GNSFraOT4,Sardina pilchardus,126421,26,13,429.326288,126.4094453
GNSFraOT4/GWD/1990/33,GNSFraOT4,Sardina pilchardus,126421,11,1,33.02509908,0.70702594
GNSFraOT4/GWD/1990/33,GNSFraOT4,Sardina pilchardus,126421,9,2,66.05019815,0.776115301
GNSFraOT4/GWD/1990/33,GNSFraOT4,Sardina pilchardus,126421,25,6,198.1505945,51.70488138
GNSFraOT4/GWD/1990/33,GNSFraOT4,Sardina pilchardus,126421,23,2,66.05019815,13.33604992
GNSFraOT4/GWD/1990/33,GNSFraOT4,Sardina pilchardus,126421,28,2,66.05019815,24.43919999
GNSFraOT4/GWD/1990/34,GNSFraOT4,Sardina pilchardus,126421,23,1,41.45936982,8.370969972
GNSFraOT4/GWD/1990/35,GNSFraOT4,Sardina pilchardus,126421,11,2,63.37135615,1.356701233
GNSFraOT4/GWD/1990/35,GNSFraOT4,Sardina pilchardus,126421,9,44,1394.169835,16.38203323
GNSFraOT4/GWD/1990/35,GNSFraOT4,Sardina pilchardus,126421,8,1,31.68567807,0.262565966
GNSFraOT4/GWD/1990/35,GNSFraOT4,Sardina pilchardus,126421,10,80,2534.854246,40.78377212
GNSFraOT4/GWD/1990/37,GNSFraOT4,Sardina pilchardus,126421,24,1,36.9139904,8.495178328
GNSFraOT4/GWD/1990/37,GNSFraOT4,Sardina pilchardus,126421,27,1,36.9139904,12.20943743
GNSFraOT4/GWD/1990/37,GNSFraOT4,Sardina pilchardus,126421,26,1,36.9139904,10.86883609
GNSFraOT4/GWD/1990/39,GNSFraOT4,Sardina pilchardus,126421,8,6,187.6172608,1.554705796
GNSFraOT4/GWD/1990/39,GNSFraOT4,Sardina pilchardus,126421,7,1,31.26954346,0.174909705
GNSFraOT4/GWD/1990/39,GNSFraOT4,Sardina pilchardus,126421,9,9,281.4258912,3.306862754
GNSFraOT4/GWD/1990/39,GNSFraOT4,Sardina pilchardus,126421,10,2,62.53908693,1.006203759
GNSFraOT4/GWD/1990/43,GNSFraOT4,Sardina pilchardus,126421,26,1,37.69317753,11.09825743
GNSFraOT4/GWD/1990/63,GNSFraOT4,Sardina pilchardus,126421,12,8,303.3750474,8.438734009
GNSFraOT4/GWD/1990/63,GNSFraOT4,Sardina pilchardus,126421,13,1,37.92188093,1.343191402
GNSFraOT4/GWD/1990/63,GNSFraOT4,Sardina pilchardus,126421,11,6,227.5312856,4.871159377
GNSFraOT4/GWD/1990/67,GNSFraOT4,Sardina pilchardus,126421,12,2,60.5877007,1.685318205
GNSFraOT4/GWD/1990/67,GNSFraOT4,Sardina pilchardus,126421,15,1,30.29385035,1.655754744
GNSFraOT4/GWD/1990/67,GNSFraOT4,Sardina pilchardus,126421,13,2,60.5877007,2.14601377
GNSFraOT4/GWD/1991/13,GNSFraOT4,Sardina pilchardus,126421,20,1,37.29951511,4.904675845
GNSFraOT4/GWD/1991/13,GNSFraOT4,Sardina pilchardus,126421,26,10,372.9951511,109.8234873
GNSFraOT4/GWD/1991/13,GNSFraOT4,Sardina pilchardus,126421,27,3,111.8985453,37.01085341
GNSFraOT4/GWD/1991/15,GNSFraOT4,Sardina pilchardus,126421,23,1,36.11412062,7.291722489
GNSFraOT4/GWD/1991/15,GNSFraOT4,Sardina pilchardus,126421,27,2,72.22824124,23.88975515
GNSFraOT4/GWD/1991/15,GNSFraOT4,Sardina pilchardus,126421,25,3,108.3423619,28.27056353
GNSFraOT4/GWD/1991/15,GNSFraOT4,Sardina pilchardus,126421,24,1,36.11412062,8.311100791
GNSFraOT4/GWD/1991/15,GNSFraOT4,Sardina pilchardus,126421,21,1,36.11412062,5.51485132
GNSFraOT4/GWD/1991/15,GNSFraOT4,Sardina pilchardus,126421,22,7,252.7988443,44.52748758
GNSFraOT4/GWD/1991/16,GNSFraOT4,Sardina pilchardus,126421,26,2,68.7994496,20.25708769
GNSFraOT4/GWD/1991/16,GNSFraOT4,Sardina pilchardus,126421,28,1,34.3997248,12.72822456
GNSFraOT4/GWD/1991/17,GNSFraOT4,Sardina pilchardus,126421,26,1,34.73428274,10.22705
GNSFraOT4/GWD/1991/18,GNSFraOT4,Sardina pilchardus,126421,23,1,39.15426782,7.905551908
GNSFraOT4/GWD/1991/18,GNSFraOT4,Sardina pilchardus,126421,26,1,39.15426782,11.52845613
GNSFraOT4/GWD/1991/20,GNSFraOT4,Sardina pilchardus,126421,28,6,206.7539628,76.50092787
GNSFraOT4/GWD/1991/20,GNSFraOT4,Sardina pilchardus,126421,26,68,2343.211578,689.9276475
GNSFraOT4/GWD/1991/20,GNSFraOT4,Sardina pilchardus,126421,21,7,241.2129566,36.83472196
GNSFraOT4/GWD/1991/20,GNSFraOT4,Sardina pilchardus,126421,25,45,1550.654721,404.6236582
GNSFraOT4/GWD/1991/20,GNSFraOT4,Sardina pilchardus,126421,24,12,413.5079256,95.16239045
GNSFraOT4/GWD/1991/20,GNSFraOT4,Sardina pilchardus,126421,27,25,861.4748449,284.935958
GNSFraOT4/GWD/1991/20,GNSFraOT4,Sardina pilchardus,126421,22,3,103.3769814,18.20861668
GNSFraOT4/GWD/1991/20,GNSFraOT4,Sardina pilchardus,126421,23,4,137.8359752,27.83015792
GNSFraOT4/GWD/1991/26,GNSFraOT4,Sardina pilchardus,126421,26,1,32.97065612,9.707773477
GNSFraOT4/GWD/1991/42,GNSFraOT4,Sardina pilchardus,126421,24,1,36.41660597,8.38071307
GNSFraOT4/GWD/1991/42,GNSFraOT4,Sardina pilchardus,126421,25,4,145.6664239,38.00980355
GNSFraOT4/GWD/1991/42,GNSFraOT4,Sardina pilchardus,126421,21,2,72.83321194,11.12208544
GNSFraOT4/GWD/1991/42,GNSFraOT4,Sardina pilchardus,126421,26,5,182.0830299,53.6119391
GNSFraOT4/GWD/1991/42,GNSFraOT4,Sardina pilchardus,126421,27,5,182.0830299,60.22462855
GNSFraOT4/GWD/1991/42,GNSFraOT4,Sardina pilchardus,126421,28,1,36.41660597,13.47448972
GNSFraOT4/GWD/1991/47,GNSFraOT4,Sardina pilchardus,126421,12,3,78.24726135,2.17653967
GNSFraOT4/GWD/1991/47,GNSFraOT4,Sardina pilchardus,126421,27,4,104.3296818,34.5074241
GNSFraOT4/GWD/1991/47,GNSFraOT4,Sardina pilchardus,126421,28,1,26.08242045,9.650743031
GNSFraOT4/GWD/1991/47,GNSFraOT4,Sardina pilchardus,126421,26,1,26.08242045,7.679623619
GNSFraOT4/GWD/1991/48,GNSFraOT4,Sardina pilchardus,126421,27,16,511.1821086,169.0753534
GNSFraOT4/GWD/1991/48,GNSFraOT4,Sardina pilchardus,126421,29,1,31.94888179,13.17336705
GNSFraOT4/GWD/1991/48,GNSFraOT4,Sardina pilchardus,126421,23,16,511.1821086,103.2116528
GNSFraOT4/GWD/1991/48,GNSFraOT4,Sardina pilchardus,126421,28,5,159.7444089,59.10694694
GNSFraOT4/GWD/1991/48,GNSFraOT4,Sardina pilchardus,126421,20,1,31.94888179,4.201097745
GNSFraOT4/GWD/1991/48,GNSFraOT4,Sardina pilchardus,126421,24,14,447.284345,102.9355058
GNSFraOT4/GWD/1991/48,GNSFraOT4,Sardina pilchardus,126421,21,4,127.7955272,19.51517355
GNSFraOT4/GWD/1991/48,GNSFraOT4,Sardina pilchardus,126421,26,27,862.6198083,253.9869897
GNSFraOT4/GWD/1991/48,GNSFraOT4,Sardina pilchardus,126421,25,15,479.2332268,125.0498249
GNSFraOT4/GWD/1991/48,GNSFraOT4,Sardina pilchardus,126421,22,16,511.1821086,90.03860381
GNSFraOT4/GWD/1991/49,GNSFraOT4,Sardina pilchardus,126421,27,30,956.937799,316.5106794
GNSFraOT4/GWD/1991/49,GNSFraOT4,Sardina pilchardus,126421,29,1,31.89792663,13.15235689
GNSFraOT4/GWD/1991/49,GNSFraOT4,Sardina pilchardus,126421,25,23,733.6523126,191.4372546
GNSFraOT4/GWD/1991/49,GNSFraOT4,Sardina pilchardus,126421,23,12,382.7751196,77.28528066
GNSFraOT4/GWD/1991/49,GNSFraOT4,Sardina pilchardus,126421,21,1,31.89792663,4.871012219
GNSFraOT4/GWD/1991/49,GNSFraOT4,Sardina pilchardus,126421,22,4,127.5917065,22.47375039
GNSFraOT4/GWD/1991/49,GNSFraOT4,Sardina pilchardus,126421,24,18,574.1626794,132.1345728
GNSFraOT4/GWD/1991/49,GNSFraOT4,Sardina pilchardus,126421,28,14,446.5709729,165.235497
GNSFraOT4/GWD/1991/49,GNSFraOT4,Sardina pilchardus,126421,26,37,1180.223285,347.5011315
GNSFraOT4/GWD/1991/50,GNSFraOT4,Sardina pilchardus,126421,26,1,29.61208173,8.718885684
GNSFraOT4/GWD/1991/52,GNSFraOT4,Sardina pilchardus,126421,25,1,34.59010723,9.025849234
GNSFraOT4/GWD/1991/52,GNSFraOT4,Sardina pilchardus,126421,21,1,34.59010723,5.282124976
GNSFraOT4/GWD/1991/52,GNSFraOT4,Sardina pilchardus,126421,26,2,69.18021446,20.36919886
GNSFraOT4/GWD/1991/52,GNSFraOT4,Sardina pilchardus,126421,24,1,34.59010723,7.960372913
GNSFraOT4/GWD/1991/52,GNSFraOT4,Sardina pilchardus,126421,22,3,103.7703217,18.27789886
GNSFraOT4/GWD/1991/52,GNSFraOT4,Sardina pilchardus,126421,27,1,34.59010723,11.44080457
GNSFraOT4/GWD/1991/59,GNSFraOT4,Sardina pilchardus,126421,22,21,663.2975363,116.8319139
GNSFraOT4/GWD/1991/59,GNSFraOT4,Sardina pilchardus,126421,21,23,726.4687303,110.9363032
GNSFraOT4/GWD/1991/59,GNSFraOT4,Sardina pilchardus,126421,24,6,189.5135818,43.61359082
GNSFraOT4/GWD/1991/59,GNSFraOT4,Sardina pilchardus,126421,20,2,63.17119394,8.30665568
GNSFraOT4/GWD/1991/59,GNSFraOT4,Sardina pilchardus,126421,23,11,347.4415666,70.15116087
GNSFraOT4/GWD/1991/59,GNSFraOT4,Sardina pilchardus,126421,25,1,31.58559697,8.241860435
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,11,2,58.56515373,1.253806469
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,27,24,702.7818448,232.4476673
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,7,1,29.28257687,0.163795384
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,26,34,995.6076135,293.1434894
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,24,6,175.6954612,40.43356619
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,10,16,468.5212299,7.538130883
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,29,8,234.2606149,96.59183333
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,22,1,29.28257687,5.157775072
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,8,20,585.6515373,4.853049426
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,28,20,585.6515373,216.6966254
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,30,1,29.28257687,13.40635723
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,25,22,644.2166911,168.1001649
GNSFraOT4/GWD/1991/61,GNSFraOT4,Sardina pilchardus,126421,9,33,966.3250366,11.35469185
GNSFraOT4/GWD/1991/62,GNSFraOT4,Sardina pilchardus,126421,25,14,446.9987229,116.6386405
GNSFraOT4/GWD/1991/62,GNSFraOT4,Sardina pilchardus,126421,26,14,446.9987229,131.6128599
GNSFraOT4/GWD/1991/62,GNSFraOT4,Sardina pilchardus,126421,27,12,383.1417625,126.7255402
GNSFraOT4/GWD/1991/62,GNSFraOT4,Sardina pilchardus,126421,24,4,127.7139208,29.3913641
GNSFraOT4/GWD/1991/62,GNSFraOT4,Sardina pilchardus,126421,30,1,31.9284802,14.61772348
GNSFraOT4/GWD/1991/62,GNSFraOT4,Sardina pilchardus,126421,29,1,31.9284802,13.16495493
GNSFraOT4/GWD/1991/62,GNSFraOT4,Sardina pilchardus,126421,28,11,351.2132822,129.9522467
GNSFraOT4/GWD/1991/63,GNSFraOT4,Sardina pilchardus,126421,11,43,1417.738213,30.35199654
GNSFraOT4/GWD/1991/63,GNSFraOT4,Sardina pilchardus,126421,13,1,32.97065612,1.167819231
GNSFraOT4/GWD/1991/63,GNSFraOT4,Sardina pilchardus,126421,27,1,32.97065612,10.90516518
GNSFraOT4/GWD/1991/63,GNSFraOT4,Sardina pilchardus,126421,7,1,32.97065612,0.18442507
GNSFraOT4/GWD/1991/63,GNSFraOT4,Sardina pilchardus,126421,12,17,560.501154,15.5909993
GNSFraOT4/GWD/1991/63,GNSFraOT4,Sardina pilchardus,126421,26,1,32.97065612,9.707773477
GNSFraOT4/GWD/1991/63,GNSFraOT4,Sardina pilchardus,126421,9,15,494.5598417,5.811268869
GNSFraOT4/GWD/1991/63,GNSFraOT4,Sardina pilchardus,126421,10,47,1549.620837,24.93215664
GNSFraOT4/GWD/1991/68,GNSFraOT4,Sardina pilchardus,126421,6,3,101.9021739,0.363690024
GNSFraOT4/GWD/1991/68,GNSFraOT4,Sardina pilchardus,126421,25,8,271.7391304,70.90687537
